ID,tank,days,w,intake,j,l,n,w_bar,r,s,d,sample,k
722,1,124,297,3.7345,1,1,178,291.2584269662921,0.019712985109173728,1,1,1_1,1
723,1,124,233,3.5308,2,1,178,291.2584269662921,-0.20002314636216337,1,1,1_1,1
724,1,124,314,1.4259,3,1,178,291.2584269662921,0.07808039503124764,1,1,1_1,1
725,1,124,292,3.1234,4,1,178,291.2584269662921,0.0025460998379755154,1,1,1_1,1
726,1,124,222,5.9752,5,1,178,291.2584269662921,-0.23779029395879944,1,1,1_1,1
727,1,124,363,4.753,6,1,178,291.2584269662921,0.2463158706889901,1,1,1_1,1
728,1,124,277,4.8209,7,1,178,291.2584269662921,-0.04895455597561912,1,1,1_1,1
729,1,124,235,5.5678,8,1,178,291.2584269662921,-0.19315639225368408,1,1,1_1,1
730,1,124,458,5.7036,9,1,178,291.2584269662921,0.5724866908417561,1,1,1_1,1
731,1,124,300,3.7345,10,1,178,291.2584269662921,0.030013116271892654,1,1,1_1,1
732,1,124,234,1.8333,11,1,178,291.2584269662921,-0.19658976930792374,1,1,1_1,1
733,1,124,317,2.6481,12,1,178,291.2584269662921,0.08838052619396657,1,1,1_1,1
734,1,124,266,4.5493,13,1,178,291.2584269662921,-0.08672170357225518,1,1,1_1,1
735,1,124,206,3.5308,14,1,178,291.2584269662921,-0.2927243268266337,1,1,1_1,1
736,1,124,301,2.8518,15,1,178,291.2584269662921,0.033446493326132296,1,1,1_1,1
737,1,124,217,0.1358,16,1,178,291.2584269662921,-0.25495717922999767,1,1,1_1,1
738,1,124,289,3.395,17,1,178,291.2584269662921,-0.007754031324743411,1,1,1_1,1
739,1,124,341,3.7345,18,1,178,291.2584269662921,0.17078157549571799,1,1,1_1,1
740,1,124,363,5.0925,19,1,178,291.2584269662921,0.2463158706889901,1,1,1_1,1
741,1,124,240,4.6172,20,1,178,291.2584269662921,-0.1759895069824859,1,1,1_1,1
742,1,124,279,2.6481,21,1,178,291.2584269662921,-0.04208780186713983,1,1,1_1,1
743,1,124,294,3.0555,22,1,178,291.2584269662921,0.0094128539464548,1,1,1_1,1
744,1,124,229,0.5432,23,1,178,291.2584269662921,-0.21375665457912194,1,1,1_1,1
745,1,124,217,1.0185,24,1,178,291.2584269662921,-0.25495717922999767,1,1,1_1,1
746,1,124,312,5.1604,25,1,178,291.2584269662921,0.07121364092276836,1,1,1_1,1
747,1,124,255,2.1728,26,1,178,291.2584269662921,-0.12448885116889125,1,1,1_1,1
748,1,124,218,2.5123,27,1,178,291.2584269662921,-0.251523802175758,1,1,1_1,1
750,1,124,245,3.5987,29,1,178,291.2584269662921,-0.15882262171128766,1,1,1_1,1
751,1,124,364,2.3086,30,1,178,291.2584269662921,0.24974924774322976,1,1,1_1,1
752,1,124,215,3.7345,31,1,178,291.2584269662921,-0.2618239333384769,1,1,1_1,1
753,1,124,319,3.9382,32,1,178,291.2584269662921,0.09524728030244585,1,1,1_1,1
754,1,124,296,2.716,33,1,178,291.2584269662921,0.016279608054934083,1,1,1_1,1
755,1,124,206,3.5987,34,1,178,291.2584269662921,-0.2927243268266337,1,1,1_1,1
756,1,124,322,2.8518,35,1,178,291.2584269662921,0.10554741146516478,1,1,1_1,1
757,1,124,342,2.3765,36,1,178,291.2584269662921,0.1742149525499576,1,1,1_1,1
758,1,124,240,2.4444,37,1,178,291.2584269662921,-0.1759895069824859,1,1,1_1,1
759,1,124,277,3.4629,38,1,178,291.2584269662921,-0.04895455597561912,1,1,1_1,1
760,1,124,282,3.3271,39,1,178,291.2584269662921,-0.03178767070442091,1,1,1_1,1
761,1,124,333,3.8024,40,1,178,291.2584269662921,0.14331455906180085,1,1,1_1,1
762,1,124,316,3.5308,41,1,178,291.2584269662921,0.08494714913972692,1,1,1_1,1
763,1,124,278,3.4629,42,1,178,291.2584269662921,-0.045521178921379475,1,1,1_1,1
764,1,124,215,3.5987,43,1,178,291.2584269662921,-0.2618239333384769,1,1,1_1,1
765,1,124,374,6.5184,44,1,178,291.2584269662921,0.28408301828562615,1,1,1_1,1
766,1,124,322,4.6172,45,1,178,291.2584269662921,0.10554741146516478,1,1,1_1,1
767,1,124,197,2.5802,46,1,178,291.2584269662921,-0.3236247203147905,1,1,1_1,1
768,1,124,241,2.9876,47,1,178,291.2584269662921,-0.17255612992824623,1,1,1_1,1
769,1,124,272,3.1234,48,1,178,291.2584269662921,-0.06612144124681733,1,1,1_1,1
770,1,124,277,1.358,49,1,178,291.2584269662921,-0.04895455597561912,1,1,1_1,1
771,1,124,319,4.1419,50,1,178,291.2584269662921,0.09524728030244585,1,1,1_1,1
772,1,124,239,3.1913,51,1,178,291.2584269662921,-0.17942288403672552,1,1,1_1,1
773,1,124,221,2.2407,52,1,178,291.2584269662921,-0.24122367101303907,1,1,1_1,1
774,1,124,316,3.9382,53,1,178,291.2584269662921,0.08494714913972692,1,1,1_1,1
775,1,124,219,2.1728,54,1,178,291.2584269662921,-0.24809042512151835,1,1,1_1,1
776,1,124,281,3.395,55,1,178,291.2584269662921,-0.03522104775866055,1,1,1_1,1
777,1,124,262,2.8518,56,1,178,291.2584269662921,-0.10045521178921375,1,1,1_1,1
778,1,124,307,3.8024,57,1,178,291.2584269662921,0.05404675565157015,1,1,1_1,1
779,1,124,381,5.2283,58,1,178,291.2584269662921,0.30811665766530366,1,1,1_1,1
780,1,124,272,1.7654,59,1,178,291.2584269662921,-0.06612144124681733,1,1,1_1,1
781,1,124,271,3.8703,60,1,178,291.2584269662921,-0.06955481830105698,1,1,1_1,1
782,1,124,265,2.6481,61,1,178,291.2584269662921,-0.09015508062649483,1,1,1_1,1
783,1,124,365,5.6357,62,1,178,291.2584269662921,0.2531826247974694,1,1,1_1,1
785,1,124,281,2.037,63,1,178,291.2584269662921,-0.03522104775866055,1,1,1_1,1
786,1,124,388,2.2407,64,1,178,291.2584269662921,0.33215029704498117,1,1,1_1,1
787,1,124,212,3.5308,65,1,178,291.2584269662921,-0.27212406450119586,1,1,1_1,1
788,1,124,236,5.7715,66,1,178,291.2584269662921,-0.18972301519944446,1,1,1_1,1
789,1,124,400,7.5369,67,1,178,291.2584269662921,0.37335082169585687,1,1,1_1,1
790,1,124,176,3.1234,68,1,178,291.2584269662921,-0.39572563845382297,1,1,1_1,1
791,1,124,317,3.7345,69,1,178,291.2584269662921,0.08838052619396657,1,1,1_1,1
792,1,124,340,5.1604,70,1,178,291.2584269662921,0.16734819844147833,1,1,1_1,1
793,1,124,373,4.753,71,1,178,291.2584269662921,0.2806496412313865,1,1,1_1,1
794,1,124,309,4.2098,72,1,178,291.2584269662921,0.06091350976004943,1,1,1_1,1
795,1,124,241,4.2098,73,1,178,291.2584269662921,-0.17255612992824623,1,1,1_1,1
796,1,124,272,2.4444,74,1,178,291.2584269662921,-0.06612144124681733,1,1,1_1,1
797,1,124,404,5.0246,75,1,178,291.2584269662921,0.38708432991281544,1,1,1_1,1
798,1,124,344,6.111,76,1,178,291.2584269662921,0.1810817066584369,1,1,1_1,1
799,1,124,274,3.0555,77,1,178,291.2584269662921,-0.05925468713833804,1,1,1_1,1
800,1,124,288,2.5123,78,1,178,291.2584269662921,-0.011187408378983053,1,1,1_1,1
801,1,124,234,1.6296,79,1,178,291.2584269662921,-0.19658976930792374,1,1,1_1,1
802,1,124,264,3.5987,80,1,178,291.2584269662921,-0.09358845768073447,1,1,1_1,1
803,1,124,292,3.395,81,1,178,291.2584269662921,0.0025460998379755154,1,1,1_1,1
804,1,124,215,1.9012,82,1,178,291.2584269662921,-0.2618239333384769,1,1,1_1,1
805,1,124,319,4.2098,83,1,178,291.2584269662921,0.09524728030244585,1,1,1_1,1
806,1,124,295,3.9382,84,1,178,291.2584269662921,0.012846231000694442,1,1,1_1,1
807,1,124,256,2.5123,85,1,178,291.2584269662921,-0.1210554741146516,1,1,1_1,1
808,1,124,299,2.1049,86,1,178,291.2584269662921,0.026579739217653012,1,1,1_1,1
809,1,124,378,4.4135,87,1,178,291.2584269662921,0.2978165265025847,1,1,1_1,1
810,1,124,229,1.8333,88,1,178,291.2584269662921,-0.21375665457912194,1,1,1_1,1
811,1,124,228,2.9876,89,1,178,291.2584269662921,-0.2171900316333616,1,1,1_1,1
812,1,124,235,3.0555,90,1,178,291.2584269662921,-0.19315639225368408,1,1,1_1,1
813,1,124,284,5.7715,91,1,178,291.2584269662921,-0.02492091659594162,1,1,1_1,1
814,1,124,407,3.395,92,1,178,291.2584269662921,0.3973844610755344,1,1,1_1,1
815,1,124,236,2.2407,93,1,178,291.2584269662921,-0.18972301519944446,1,1,1_1,1
816,1,124,244,4.0061,94,1,178,291.2584269662921,-0.16225599876552732,1,1,1_1,1
817,1,124,293,4.2098,95,1,178,291.2584269662921,0.005979476892215158,1,1,1_1,1
818,1,124,320,5.7036,96,1,178,291.2584269662921,0.09868065735668549,1,1,1_1,1
819,1,124,297,3.3271,97,1,178,291.2584269662921,0.019712985109173728,1,1,1_1,1
820,1,124,296,3.8703,98,1,178,291.2584269662921,0.016279608054934083,1,1,1_1,1
821,1,124,325,3.1234,99,1,178,291.2584269662921,0.1158475426278837,1,1,1_1,1
822,1,124,362,4.2098,100,1,178,291.2584269662921,0.24288249363475048,1,1,1_1,1
823,1,124,306,3.5308,101,1,178,291.2584269662921,0.050613378597330505,1,1,1_1,1
824,1,124,224,4.6851,102,1,178,291.2584269662921,-0.23092353985032016,1,1,1_1,1
825,1,124,191,1.2901,103,1,178,291.2584269662921,-0.3442249826402283,1,1,1_1,1
826,1,124,307,3.1234,104,1,178,291.2584269662921,0.05404675565157015,1,1,1_1,1
827,1,124,324,5.7715,105,1,178,291.2584269662921,0.11241416557364406,1,1,1_1,1
828,1,124,412,5.3641,106,1,178,291.2584269662921,0.4145513463467326,1,1,1_1,1
829,1,124,209,1.4938,107,1,178,291.2584269662921,-0.2824241956639148,1,1,1_1,1
830,1,124,397,5.7036,108,1,178,291.2584269662921,0.36305069053313793,1,1,1_1,1
831,1,124,432,5.4999,109,1,178,291.2584269662921,0.4832188874315254,1,1,1_1,1
832,1,124,372,6.111,110,1,178,291.2584269662921,0.2772162641771469,1,1,1_1,1
833,1,124,286,4.4814,111,1,178,291.2584269662921,-0.018054162487462336,1,1,1_1,1
834,1,124,300,3.3271,112,1,178,291.2584269662921,0.030013116271892654,1,1,1_1,1
835,1,124,245,2.5123,113,1,178,291.2584269662921,-0.15882262171128766,1,1,1_1,1
836,1,124,250,3.8703,114,1,178,291.2584269662921,-0.14165573644008947,1,1,1_1,1
837,1,124,363,3.2592,115,1,178,291.2584269662921,0.2463158706889901,1,1,1_1,1
838,1,124,434,4.4135,116,1,178,291.2584269662921,0.4900856415400047,1,1,1_1,1
839,1,124,224,2.6481,117,1,178,291.2584269662921,-0.23092353985032016,1,1,1_1,1
840,1,124,271,2.716,118,1,178,291.2584269662921,-0.06955481830105698,1,1,1_1,1
841,1,124,406,3.1234,119,1,178,291.2584269662921,0.39395108402129475,1,1,1_1,1
842,1,124,298,4.4135,120,1,178,291.2584269662921,0.02314636216341337,1,1,1_1,1
843,1,124,251,1.8333,121,1,178,291.2584269662921,-0.1382223593858498,1,1,1_1,1
844,1,124,321,3.5987,122,1,178,291.2584269662921,0.10211403441092513,1,1,1_1,1
845,1,124,284,2.9197,123,1,178,291.2584269662921,-0.02492091659594162,1,1,1_1,1
846,1,124,252,3.8703,124,1,178,291.2584269662921,-0.13478898233161019,1,1,1_1,1
847,1,124,295,4.4135,125,1,178,291.2584269662921,0.012846231000694442,1,1,1_1,1
848,1,124,345,4.2777,126,1,178,291.2584269662921,0.18451508371267655,1,1,1_1,1
849,1,124,337,5.4999,127,1,178,291.2584269662921,0.15704806727875942,1,1,1_1,1
850,1,124,257,1.0864,128,1,178,291.2584269662921,-0.11762209706041196,1,1,1_1,1
851,1,124,240,3.9382,129,1,178,291.2584269662921,-0.1759895069824859,1,1,1_1,1
852,1,124,310,5.7715,130,1,178,291.2584269662921,0.06434688681428907,1,1,1_1,1
853,1,124,267,2.3765,131,1,178,291.2584269662921,-0.08328832651801554,1,1,1_1,1
854,1,124,289,4.2098,132,1,178,291.2584269662921,-0.007754031324743411,1,1,1_1,1
855,1,124,233,2.8518,133,1,178,291.2584269662921,-0.20002314636216337,1,1,1_1,1
856,1,124,312,5.0246,134,1,178,291.2584269662921,0.07121364092276836,1,1,1_1,1
857,1,124,262,4.0061,135,1,178,291.2584269662921,-0.10045521178921375,1,1,1_1,1
858,1,124,243,1.0185,136,1,178,291.2584269662921,-0.16568937581976695,1,1,1_1,1
859,1,124,348,3.1913,137,1,178,291.2584269662921,0.19481521487539546,1,1,1_1,1
860,1,124,245,5.0246,138,1,178,291.2584269662921,-0.15882262171128766,1,1,1_1,1
861,1,124,230,3.1234,139,1,178,291.2584269662921,-0.2103232775248823,1,1,1_1,1
862,1,124,293,2.3086,140,1,178,291.2584269662921,0.005979476892215158,1,1,1_1,1
863,1,124,290,1.2901,141,1,178,291.2584269662921,-0.004320654270503769,1,1,1_1,1
864,1,124,321,2.7839,142,1,178,291.2584269662921,0.10211403441092513,1,1,1_1,1
865,1,124,361,3.8024,143,1,178,291.2584269662921,0.23944911658051082,1,1,1_1,1
866,1,124,361,3.1913,144,1,178,291.2584269662921,0.23944911658051082,1,1,1_1,1
867,1,124,240,3.395,145,1,178,291.2584269662921,-0.1759895069824859,1,1,1_1,1
868,1,124,338,4.0061,146,1,178,291.2584269662921,0.16048144433299905,1,1,1_1,1
869,1,124,234,4.3456,147,1,178,291.2584269662921,-0.19658976930792374,1,1,1_1,1
870,1,124,205,2.9876,148,1,178,291.2584269662921,-0.29615770388087337,1,1,1_1,1
871,1,124,233,1.4259,149,1,178,291.2584269662921,-0.20002314636216337,1,1,1_1,1
872,1,124,296,3.0555,150,1,178,291.2584269662921,0.016279608054934083,1,1,1_1,1
873,1,124,262,2.9197,151,1,178,291.2584269662921,-0.10045521178921375,1,1,1_1,1
874,1,124,345,5.0925,152,1,178,291.2584269662921,0.18451508371267655,1,1,1_1,1
875,1,124,354,4.4135,153,1,178,291.2584269662921,0.21541547720083334,1,1,1_1,1
876,1,124,225,2.9876,154,1,178,291.2584269662921,-0.2274901627960805,1,1,1_1,1
877,1,124,291,5.1604,155,1,178,291.2584269662921,-8.872772162641267e-4,1,1,1_1,1
878,1,124,347,5.7036,156,1,178,291.2584269662921,0.19138183782115584,1,1,1_1,1
879,1,124,224,1.8333,157,1,178,291.2584269662921,-0.23092353985032016,1,1,1_1,1
880,1,124,456,7.6727,158,1,178,291.2584269662921,0.5656199367332768,1,1,1_1,1
881,1,124,269,2.3086,159,1,178,291.2584269662921,-0.07642157240953626,1,1,1_1,1
882,1,124,407,5.0246,160,1,178,291.2584269662921,0.3973844610755344,1,1,1_1,1
883,1,124,325,1.9012,161,1,178,291.2584269662921,0.1158475426278837,1,1,1_1,1
884,1,124,179,2.2407,162,1,178,291.2584269662921,-0.38542550729110403,1,1,1_1,1
885,1,124,390,2.4444,163,1,178,291.2584269662921,0.3390170511534604,1,1,1_1,1
886,1,124,260,1.8333,164,1,178,291.2584269662921,-0.10732196589769304,1,1,1_1,1
887,1,124,317,2.037,165,1,178,291.2584269662921,0.08838052619396657,1,1,1_1,1
888,1,124,290,2.4444,166,1,178,291.2584269662921,-0.004320654270503769,1,1,1_1,1
889,1,124,271,4.0061,167,1,178,291.2584269662921,-0.06955481830105698,1,1,1_1,1
890,1,124,305,6.4505,168,1,178,291.2584269662921,0.04718000154309086,1,1,1_1,1
891,1,124,284,2.9876,169,1,178,291.2584269662921,-0.02492091659594162,1,1,1_1,1
892,1,124,303,4.1419,170,1,178,291.2584269662921,0.04031324743461158,1,1,1_1,1
893,1,124,282,3.2592,171,1,178,291.2584269662921,-0.03178767070442091,1,1,1_1,1
894,1,124,299,2.1728,172,1,178,291.2584269662921,0.026579739217653012,1,1,1_1,1
895,1,124,401,4.9567,173,1,178,291.2584269662921,0.3767841987500965,1,1,1_1,1
896,1,124,319,4.2777,174,1,178,291.2584269662921,0.09524728030244585,1,1,1_1,1
897,1,124,307,4.4814,175,1,178,291.2584269662921,0.05404675565157015,1,1,1_1,1
898,1,124,288,3.2592,176,1,178,291.2584269662921,-0.011187408378983053,1,1,1_1,1
899,1,124,287,3.8024,177,1,178,291.2584269662921,-0.014620785433222696,1,1,1_1,1
900,1,124,266,5.3641,178,1,178,291.2584269662921,-0.08672170357225518,1,1,1_1,1
901,1,124,164,4.753,179,1,178,291.2584269662921,-0.4369261631046987,1,1,1_1,1
1083,2,124,291,2.037,180,2,182,306.56043956043953,-0.05075814603720822,1,1,1_2,2
1084,2,124,260,4.3456,181,2,182,306.56043956043953,-0.15188013047997986,1,1,1_2,2
1085,2,124,333,5.3641,182,2,182,306.56043956043953,0.08624583288525657,1,1,1_2,2
1086,2,124,318,5.432,183,2,182,306.56043956043953,0.03731584041294772,1,1,1_2,2
1087,2,124,389,5.7036,184,2,182,306.56043956043953,0.2689178047818763,1,1,1_2,2
1088,2,124,292,6.9937,185,2,182,306.56043956043953,-0.0474961465390543,1,1,1_2,2
1089,2,124,321,4.753,186,2,182,306.56043956043953,0.04710183890740949,1,1,1_2,2
1090,2,124,286,3.1913,187,2,182,306.56043956043953,-0.06706814352797784,1,1,1_2,2
1091,2,124,283,2.1728,188,2,182,306.56043956043953,-0.0768541420224396,1,1,1_2,2
1092,2,124,399,5.1604,189,2,182,306.56043956043953,0.30153779976341555,1,1,1_2,2
1093,2,124,315,4.3456,190,2,182,306.56043956043953,0.02752984191848595,1,1,1_2,2
1094,2,124,260,2.6481,191,2,182,306.56043956043953,-0.15188013047997986,1,1,1_2,2
1095,2,124,265,0.5432,192,2,182,306.56043956043953,-0.13557013298921022,1,1,1_2,2
1096,2,124,271,5.7715,193,2,182,306.56043956043953,-0.11599813600028669,1,1,1_2,2
1097,2,124,305,5.2962,194,2,182,306.56043956043953,-0.0050901530630532875,1,1,1_2,2
1098,2,124,388,4.1419,195,2,182,306.56043956043953,0.2656558052837224,1,1,1_2,2
1099,2,124,274,4.2777,196,2,182,306.56043956043953,-0.10621213750582492,1,1,1_2,2
1100,2,124,361,6.6542,197,2,182,306.56043956043953,0.17758181883356644,1,1,1_2,2
1101,2,124,354,5.0925,198,2,182,306.56043956043953,0.15474782234648898,1,1,1_2,2
1102,2,124,280,1.2222,199,2,182,306.56043956043953,-0.08664014051690137,1,1,1_2,2
1103,2,124,331,3.7345,200,2,182,306.56043956043953,0.07972183388894873,1,1,1_2,2
1104,2,124,301,6.5863,201,2,182,306.56043956043953,-0.01813815105566898,1,1,1_2,2
1106,2,124,383,6.2468,202,2,182,306.56043956043953,0.24934580779295276,1,1,1_2,2
1107,2,124,240,3.6666,203,2,182,306.56043956043953,-0.2171201204430583,1,1,1_2,2
1109,2,124,366,5.7715,205,2,182,306.56043956043953,0.19389181632433605,1,1,1_2,2
1110,2,124,333,6.6542,206,2,182,306.56043956043953,0.08624583288525657,1,1,1_2,2
1111,2,124,322,3.1234,207,2,182,306.56043956043953,0.05036383840556342,1,1,1_2,2
1112,2,124,270,5.3641,208,2,182,306.56043956043953,-0.11926013549844061,1,1,1_2,2
1113,2,124,362,4.6851,209,2,182,306.56043956043953,0.18084381833172036,1,1,1_2,2
1114,2,124,245,3.2592,210,2,182,306.56043956043953,-0.2008101229522887,1,1,1_2,2
1115,2,124,370,1.4259,211,2,182,306.56043956043953,0.20693981431695174,1,1,1_2,2
1116,2,124,277,4.2098,212,2,182,306.56043956043953,-0.09642613901136315,1,1,1_2,2
1117,2,124,224,3.1913,213,2,182,306.56043956043953,-0.2693121124135211,1,1,1_2,2
1118,2,124,280,1.358,214,2,182,306.56043956043953,-0.08664014051690137,1,1,1_2,2
1119,2,124,240,2.2407,215,2,182,306.56043956043953,-0.2171201204430583,1,1,1_2,2
1120,2,124,263,2.3765,216,2,182,306.56043956043953,-0.14209413198551807,1,1,1_2,2
1121,2,124,415,4.3456,217,2,182,306.56043956043953,0.3537297917338783,1,1,1_2,2
1122,2,124,276,3.8703,218,2,182,306.56043956043953,-0.09968813850951708,1,1,1_2,2
1123,2,124,246,2.2407,219,2,182,306.56043956043953,-0.19754812345413478,1,1,1_2,2
1124,2,124,191,1.0185,220,2,182,306.56043956043953,-0.3769580958526006,1,1,1_2,2
1125,2,124,301,3.7345,221,2,182,306.56043956043953,-0.01813815105566898,1,1,1_2,2
1126,2,124,256,2.2407,222,2,182,306.56043956043953,-0.16492812847259555,1,1,1_2,2
1127,2,124,400,6.5863,223,2,182,306.56043956043953,0.30479979926156947,1,1,1_2,2
1128,2,124,334,3.4629,224,2,182,306.56043956043953,0.0895078323834105,1,1,1_2,2
1129,2,124,135,2.9876,225,2,182,306.56043956043953,-0.5596300677492203,1,1,1_2,2
1130,2,124,427,5.9752,226,2,182,306.56043956043953,0.3928737857117254,1,1,1_2,2
1132,2,124,343,5.432,227,2,182,306.56043956043953,0.11886582786679581,1,1,1_2,2
1133,2,124,330,4.753,228,2,182,306.56043956043953,0.0764598343907948,1,1,1_2,2
1134,2,124,307,2.9197,229,2,182,306.56043956043953,0.0014338459332545596,1,1,1_2,2
1135,2,124,295,4.074,230,2,182,306.56043956043953,-0.03771014804459252,1,1,1_2,2
1136,2,124,410,7.4011,231,2,182,306.56043956043953,0.3374197942431087,1,1,1_2,2
1137,2,124,164,1.6296,232,2,182,306.56043956043953,-0.4650320823027565,1,1,1_2,2
1138,2,124,415,8.8949,233,2,182,306.56043956043953,0.3537297917338783,1,1,1_2,2
1139,2,124,257,3.0555,234,2,182,306.56043956043953,-0.16166612897444163,1,1,1_2,2
1140,2,124,361,4.9567,235,2,182,306.56043956043953,0.17758181883356644,1,1,1_2,2
1141,2,124,267,2.9197,236,2,182,306.56043956043953,-0.12904613399290238,1,1,1_2,2
1142,2,124,343,4.9567,237,2,182,306.56043956043953,0.11886582786679581,1,1,1_2,2
1143,2,124,194,2.6481,238,2,182,306.56043956043953,-0.3671720973581388,1,1,1_2,2
1144,2,124,396,2.8518,239,2,182,306.56043956043953,0.2917518012689538,1,1,1_2,2
1145,2,124,255,2.9876,240,2,182,306.56043956043953,-0.16819012797074948,1,1,1_2,2
1146,2,124,329,2.9876,241,2,182,306.56043956043953,0.07319783489264088,1,1,1_2,2
1147,2,124,317,1.9691,242,2,182,306.56043956043953,0.0340538409147938,1,1,1_2,2
1148,2,124,386,6.8579,243,2,182,306.56043956043953,0.2591318062874145,1,1,1_2,2
1149,2,124,204,3.8024,244,2,182,306.56043956043953,-0.3345521023765996,1,1,1_2,2
1150,2,124,287,4.3456,245,2,182,306.56043956043953,-0.06380614402982392,1,1,1_2,2
1151,2,124,296,6.6542,246,2,182,306.56043956043953,-0.0344481485464386,1,1,1_2,2
1152,2,124,354,3.9382,247,2,182,306.56043956043953,0.15474782234648898,1,1,1_2,2
1153,2,124,189,6.3147,248,2,182,306.56043956043953,-0.38348209484890844,1,1,1_2,2
1154,2,124,323,4.9567,249,2,182,306.56043956043953,0.05362583790371734,1,1,1_2,2
1155,2,124,406,4.9567,250,2,182,306.56043956043953,0.324371796250493,1,1,1_2,2
1156,2,124,284,2.7839,251,2,182,306.56043956043953,-0.07359214252428568,1,1,1_2,2
1157,2,124,229,1.2222,252,2,182,306.56043956043953,-0.2530021149227515,1,1,1_2,2
1158,2,124,380,5.5678,253,2,182,306.56043956043953,0.239559809298491,1,1,1_2,2
1159,2,124,338,1.2901,254,2,182,306.56043956043953,0.1025558303760262,1,1,1_2,2
1160,2,124,289,2.6481,255,2,182,306.56043956043953,-0.057282145033516065,1,1,1_2,2
1161,2,124,290,2.5802,256,2,182,306.56043956043953,-0.05402014553536214,1,1,1_2,2
1162,2,124,284,4.074,257,2,182,306.56043956043953,-0.07359214252428568,1,1,1_2,2
1163,2,124,323,3.5308,258,2,182,306.56043956043953,0.05362583790371734,1,1,1_2,2
1164,2,124,318,4.4135,259,2,182,306.56043956043953,0.03731584041294772,1,1,1_2,2
1165,2,124,362,4.9567,260,2,182,306.56043956043953,0.18084381833172036,1,1,1_2,2
1166,2,124,230,1.7654,261,2,182,306.56043956043953,-0.24974011542459756,1,1,1_2,2
1167,2,124,231,3.3271,262,2,182,306.56043956043953,-0.24647811592644364,1,1,1_2,2
1168,2,124,374,5.9073,263,2,182,306.56043956043953,0.21998781230956743,1,1,1_2,2
1169,2,124,307,4.3456,264,2,182,306.56043956043953,0.0014338459332545596,1,1,1_2,2
1170,2,124,338,4.6851,265,2,182,306.56043956043953,0.1025558303760262,1,1,1_2,2
1171,2,124,287,3.7345,266,2,182,306.56043956043953,-0.06380614402982392,1,1,1_2,2
1172,2,124,372,4.5493,267,2,182,306.56043956043953,0.2134638133132596,1,1,1_2,2
1173,2,124,376,5.9073,268,2,182,306.56043956043953,0.2265118113058753,1,1,1_2,2
1174,2,124,317,3.3271,269,2,182,306.56043956043953,0.0340538409147938,1,1,1_2,2
1175,2,124,310,4.4135,270,2,182,306.56043956043953,0.01121984442771633,1,1,1_2,2
1176,2,124,277,5.1604,271,2,182,306.56043956043953,-0.09642613901136315,1,1,1_2,2
1177,2,124,270,3.6666,272,2,182,306.56043956043953,-0.11926013549844061,1,1,1_2,2
1178,2,124,387,4.6851,273,2,182,306.56043956043953,0.2623938057855684,1,1,1_2,2
1179,2,124,275,2.8518,274,2,182,306.56043956043953,-0.102950138007671,1,1,1_2,2
1180,2,124,156,0.4074,275,2,182,306.56043956043953,-0.49112807828798793,1,1,1_2,2
1181,2,124,414,5.8394,276,2,182,306.56043956043953,0.3504677922357244,1,1,1_2,2
1182,2,124,271,3.1234,277,2,182,306.56043956043953,-0.11599813600028669,1,1,1_2,2
1183,2,124,252,1.6296,278,2,182,306.56043956043953,-0.17797612646521124,1,1,1_2,2
1184,2,124,329,2.2407,279,2,182,306.56043956043953,0.07319783489264088,1,1,1_2,2
1185,2,124,351,5.0246,280,2,182,306.56043956043953,0.1449618238520272,1,1,1_2,2
1186,2,124,342,4.8209,281,2,182,306.56043956043953,0.11560382836864189,1,1,1_2,2
1187,2,124,281,1.6296,282,2,182,306.56043956043953,-0.08337814101874745,1,1,1_2,2
1188,2,124,325,4.074,283,2,182,306.56043956043953,0.060149836900025185,1,1,1_2,2
1189,2,124,364,5.432,284,2,182,306.56043956043953,0.1873678173280282,1,1,1_2,2
1190,2,124,247,2.8518,285,2,182,306.56043956043953,-0.19428612395598086,1,1,1_2,2
1191,2,124,357,6.5863,286,2,182,306.56043956043953,0.16453382084095075,1,1,1_2,2
1192,2,124,403,4.0061,287,2,182,306.56043956043953,0.31458579775603124,1,1,1_2,2
1193,2,124,394,7.7406,288,2,182,306.56043956043953,0.28522780227264594,1,1,1_2,2
1194,2,124,283,4.6851,289,2,182,306.56043956043953,-0.0768541420224396,1,1,1_2,2
1195,2,124,312,4.1419,290,2,182,306.56043956043953,0.01774384342402418,1,1,1_2,2
1196,2,124,368,4.4814,291,2,182,306.56043956043953,0.2004158153206439,1,1,1_2,2
1197,2,124,265,5.432,292,2,182,306.56043956043953,-0.13557013298921022,1,1,1_2,2
1198,2,124,259,4.5493,293,2,182,306.56043956043953,-0.15514212997813379,1,1,1_2,2
1199,2,124,187,3.6666,294,2,182,306.56043956043953,-0.3900060938452163,1,1,1_2,2
1201,2,124,335,4.1419,296,2,182,306.56043956043953,0.09276983188156442,1,1,1_2,2
1202,2,124,281,3.9382,297,2,182,306.56043956043953,-0.08337814101874745,1,1,1_2,2
1203,2,124,226,1.0864,298,2,182,306.56043956043953,-0.26278811341721325,1,1,1_2,2
1204,2,124,290,3.5987,299,2,182,306.56043956043953,-0.05402014553536214,1,1,1_2,2
1205,2,124,297,6.1789,300,2,182,306.56043956043953,-0.031186149048284678,1,1,1_2,2
1206,2,124,266,0.6111,301,2,182,306.56043956043953,-0.1323081334910563,1,1,1_2,2
