ID,tank,days,w,intake,j,l,n,w_bar,r,s,d,sample,k
1324,3,274,627,6.9979,417,3,81,894.3086419753087,-0.29889976393931444,4,151,4_3,12
1326,3,274,1137,4.9985,419,3,81,894.3086419753087,0.27137315534449674,4,151,4_3,12
1330,3,274,1077,11.6888,423,3,81,894.3086419753087,0.20428222366404836,4,151,4_3,12
1331,3,274,1108,2.7684,424,3,81,894.3086419753087,0.23894587169894668,4,151,4_3,12
1333,3,274,1208,16.3797,426,3,81,894.3086419753087,0.35076409116636065,4,151,4_3,12
1341,3,274,1484,13.2268,434,3,81,894.3086419753087,0.6593823768964232,4,151,4_3,12
1343,3,274,1001,17.7639,436,3,81,894.3086419753087,0.11930037686881374,4,151,4_3,12
1345,3,274,974,10.4584,438,3,81,894.3086419753087,0.08910945761261196,4,151,4_3,12
1349,3,274,771,5.1523,442,3,81,894.3086419753087,-0.13788152790623837,4,151,4_3,12
1350,3,274,1481,12.3809,443,3,81,894.3086419753087,0.6560278303124008,4,151,4_3,12
1351,3,274,775,2.5377,444,3,81,894.3086419753087,-0.1334087991275418,4,151,4_3,12
1352,3,274,669,2.8453,445,3,81,894.3086419753087,-0.2519361117630006,4,151,4_3,12
1354,3,274,963,9.6125,447,3,81,894.3086419753087,0.07680945347119643,4,151,4_3,12
1355,3,274,1078,3.3836,448,3,81,894.3086419753087,0.2054004058587225,4,151,4_3,12
1356,3,274,1424,18.7636,449,3,81,894.3086419753087,0.5922914452159748,4,151,4_3,12
1357,3,274,308,6.2289,450,3,81,894.3086419753087,-0.655599884040365,4,151,4_3,12
1358,3,274,797,9.6894,451,3,81,894.3086419753087,-0.10880879084471073,4,151,4_3,12
1360,3,274,772,2.6915,453,3,81,894.3086419753087,-0.13676334571156423,4,151,4_3,12
1361,3,274,870,6.921,454,3,81,894.3086419753087,-0.02718149063349855,4,151,4_3,12
1363,3,274,526,0.1538,456,3,81,894.3086419753087,-0.41183616560140257,4,151,4_3,12
1364,3,274,458,4.0757,457,3,81,894.3086419753087,-0.4878725548392441,4,151,4_3,12
1367,3,274,528,3.5374,460,3,81,894.3086419753087,-0.4095998012120543,4,151,4_3,12
1368,3,274,925,8.9204,461,3,81,894.3086419753087,0.03431853007357913,4,151,4_3,12
1369,3,274,1096,6.7672,462,3,81,894.3086419753087,0.225527685362857,4,151,4_3,12
1370,3,274,942,9.228,463,3,81,894.3086419753087,0.0533276273830395,4,151,4_3,12
1371,3,274,518,2.9222,464,3,81,894.3086419753087,-0.4207816231587957,4,151,4_3,12
1373,3,274,862,12.9192,466,3,81,894.3086419753087,-0.03612694819089167,4,151,4_3,12
1375,3,274,738,5.4599,468,3,81,894.3086419753087,-0.17478154033048499,4,151,4_3,12
1377,3,274,1148,13.1499,470,3,81,894.3086419753087,0.28367315948591226,4,151,4_3,12
1381,3,274,662,1.7687,474,3,81,894.3086419753087,-0.2597633871257196,4,151,4_3,12
1384,3,274,734,11.9964,477,3,81,894.3086419753087,-0.17925426910918155,4,151,4_3,12
1387,3,274,829,6.5365,480,3,81,894.3086419753087,-0.07302696061513828,4,151,4_3,12
1388,3,274,1456,22.4548,481,3,81,894.3086419753087,0.6280732754455473,4,151,4_3,12
1389,3,274,751,6.8441,482,3,81,894.3086419753087,-0.16024517179972117,4,151,4_3,12
1390,3,274,826,10.5353,483,3,81,894.3086419753087,-0.07638150719916069,4,151,4_3,12
1391,3,274,760,5.5368,484,3,81,894.3086419753087,-0.15018153204765392,4,151,4_3,12
1393,3,274,339,1.8456,486,3,81,894.3086419753087,-0.6209362360054667,4,151,4_3,12
1398,3,274,939,5.3061,491,3,81,894.3086419753087,0.049973080799017085,4,151,4_3,12
1401,3,274,647,1.4611,494,3,81,894.3086419753087,-0.27653612004583167,4,151,4_3,12
1403,3,274,894,2.9222,496,3,81,894.3086419753087,-3.451179613191993e-4,4,151,4_3,12
1404,3,274,714,2.6915,497,3,81,894.3086419753087,-0.20161791300266432,4,151,4_3,12
1406,3,274,1433,11.6888,499,3,81,894.3086419753087,0.602355084968042,4,151,4_3,12
1410,3,274,624,0.3845,503,3,81,894.3086419753087,-0.3022543105233369,4,151,4_3,12
1411,3,274,606,4.3833,504,3,81,894.3086419753087,-0.3223815900274714,4,151,4_3,12
1412,3,274,825,2.9991,505,3,81,894.3086419753087,-0.07749968939383484,4,151,4_3,12
1413,3,274,958,6.5365,506,3,81,894.3086419753087,0.07121854249782573,4,151,4_3,12
1415,3,274,768,2.4608,508,3,81,894.3086419753087,-0.1412360744902608,4,151,4_3,12
1418,3,274,789,3.7681,511,3,81,894.3086419753087,-0.11775424840210386,4,151,4_3,12
1419,3,274,718,7.3824,512,3,81,894.3086419753087,-0.19714518422396776,4,151,4_3,12
1422,3,274,1386,11.9964,515,3,81,894.3086419753087,0.5498005218183575,4,151,4_3,12
1423,3,274,971,4.5371,516,3,81,894.3086419753087,0.08575491102858955,4,151,4_3,12
1424,3,274,671,0.8459,517,3,81,894.3086419753087,-0.24969974737365233,4,151,4_3,12
1425,3,274,731,4.5371,518,3,81,894.3086419753087,-0.18260881569320395,4,151,4_3,12
1426,3,274,689,2.5377,519,3,81,894.3086419753087,-0.22957246786951782,4,151,4_3,12
1432,3,274,1073,9.3049,525,3,81,894.3086419753087,0.1998094948853518,4,151,4_3,12
1436,3,274,841,0.769,529,3,81,894.3086419753087,-0.0596087742790486,4,151,4_3,12
1437,3,274,705,6.7672,530,3,81,894.3086419753087,-0.21168155275473158,4,151,4_3,12
1439,3,274,559,2.6915,532,3,81,894.3086419753087,-0.37493615317715595,4,151,4_3,12
1440,3,274,1367,16.8411,533,3,81,894.3086419753087,0.5285550601195488,4,151,4_3,12
1441,3,274,896,9.1511,534,3,81,894.3086419753087,0.00189124642802908,4,151,4_3,12
1442,3,274,596,2.3839,535,3,81,894.3086419753087,-0.3335634119742128,4,151,4_3,12
1445,3,274,525,4.3064,538,3,81,894.3086419753087,-0.4129543477960767,4,151,4_3,12
