V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
0.09547077010021021,0.05044430050003612,-0.15055319846780635,-1.0550262588355794,-0.7711788001065016,-1.1703841670374786,-2.3578047092676186,-1.808696819870621,-2.5980854555952106,-1.9073678546202728,-1.2154528377310505,-1.6770565016163734
0.21232675768872866,0.3711369438070806,0.05067459502981686,-0.6376494175776907,-0.26430842575640745,-0.7329832029517179,-1.7726936781946963,-1.040707707252833,-1.7227884342398108,-0.9630024975321779,-1.0194387272848426,-1.082776623165397
-0.12053789977467166,0.11651751232183982,-0.1814465617000649,-0.9522141494041048,-0.6766644079883855,-0.9506799139281574,-1.8702453085065407,-1.4184339024031218,-2.1007629380397512,-1.375339753589814,-1.0832220603699145,-1.1211721050514103
0.35287765721717124,0.3049164128654278,0.15125748555524932,-0.34713204645889295,-0.21877427495388324,-0.41150532703756737,-1.225912469587263,-0.7775251567549588,-1.1957644250283406,-0.7663887510499741,-0.6058561020858079,-0.6399997093624967
-0.3204167363462409,-0.30759248906750847,-0.37778936030242505,-1.1042828775866376,-0.782675641226295,-1.0113077181569288,-2.0411726815710476,-1.3747045546473264,-2.1649371916693716,-1.4188672379697655,-1.317642271284692,-1.2124010939687158
0.8402574071462574,0.7973785623849197,0.6073916775800978,-0.20098570265707727,0.2767689300224667,-0.20639144081370986,-1.3470817779132613,-0.5256808934989264,-1.431449577912733,-0.9702599800616105,-0.5377869578110462,-0.7051582526698411
-0.19314530796419582,-0.16931971102896337,-0.4725310973725789,-0.8716745072444214,-0.7365476572075821,-1.0192720504809158,-1.76196094628142,-1.4501285719112385,-1.9850702343717281,-1.3029598715458106,-1.2078596616883246,-1.0943080533305265
0.08517083971325268,0.08925198046475069,-0.02681015623261429,-0.6931953179800585,-0.43329264248114907,-0.6803695770182568,-1.4731315828762521,-1.0505937798331209,-1.6362548902494716,-1.0494701974347356,-0.8847518299223914,-0.9546493431219208
0.4455217644882872,0.661696150493323,0.35612252930637656,-0.1762617077733427,0.07024074551330362,-0.1421536764877256,-0.7968344556692366,-0.5955820299553374,-1.0559420711484724,-0.5426408491677446,-0.3294210314766256,-0.554257743564321
0.45111586111937285,0.3993897114489555,0.2053517461942056,-0.8562172017881179,-0.4374421102648336,-0.6068588334941313,-2.309727096427898,-1.2468802086007775,-2.31001913452537,-1.2866479720694222,-1.1467476553635862,-1.4042861828930533
0.025386344462118737,0.08167822552509918,-0.06904905104212145,-0.5867103388730364,-0.44803396137843277,-0.6599884176539597,-1.4451420557387133,-0.9679905822349049,-1.5018148331219876,-1.0270667858764353,-0.7997927551052717,-0.9079465417270899
0.8430801751056423,0.8057373476662288,0.5992291417577149,-0.18656712255204366,0.1850570749658471,-0.27495308159799714,-1.5660380576572046,-0.6240773253628973,-1.597644791267202,-0.8025205323975177,-0.6710756911164453,-0.7998983786709615
0.04974199046158101,0.21479724264143019,-0.07416143318882751,-0.6704991593687512,-0.48343604342024016,-0.8882497291043648,-1.8191767101387089,-1.4248924919104422,-1.9885332338306747,-1.2900368445907355,-1.2221240240117919,-1.2416801744070132
0.45317307636227144,0.5254544307318945,0.24792663081273303,-0.3943967452353311,-0.295354582139402,-0.4576629432840834,-1.7303893791054643,-1.0639296990493126,-1.940691153912965,-0.8771182466502884,-0.8226639257441878,-0.5950693564912233
0.7036040109580974,0.5185406903851875,0.31099583824331645,-0.8512439066300119,-0.49090812210936197,-0.976543186442707,-2.551757802474521,-1.7090194000001295,-2.5523664967390536,-2.0399990180112684,-1.5495576416581187,-1.5296204033247214
-0.0983674547486093,-0.13966808865623181,-0.29122442988918085,-0.9204344393938433,-0.6768079275154825,-0.9994532783733553,-1.9682865889790746,-1.1894524973368739,-2.002562485500658,-1.369877663540529,-1.0586871318484352,-1.2174547515200036
-0.11697506687665815,-0.029953182305069492,-0.25686882135831857,-0.7291671002459342,-0.5614842423255375,-0.785724601832464,-1.8427989394567739,-1.2253010715532655,-2.025750410618011,-1.2270374075579809,-1.1222565437413288,-1.0362203458796948
0.06395724685800963,0.17606967506799642,0.05354889207833535,-0.5519508892361532,-0.23501436028113898,-0.6780830885867535,-1.5308054891264877,-0.9828709396541956,-1.4883042168522833,-1.0151990032182758,-0.7397176158441648,-0.6220590397991044
0.004074573363283429,0.04206440479807938,-0.1636643182630585,-0.727200350786999,-0.5176376393483454,-0.7666601803367274,-1.9307030665008456,-1.3139342814440105,-2.0906351597018924,-1.0809550643199186,-1.0471887610593558,-1.0687516964857804
0.5108765879636654,0.5342409915336286,0.03777156730025055,-0.7191156001167571,-0.5181250452656276,-0.8383831552106122,-2.2017209915888456,-1.3897096248764402,-2.388893914635691,-1.5905225578482125,-0.9292033553048152,-1.3302268427983421
0.18800313056009776,0.34446568380715203,0.04208700665951581,-0.7852090007042427,-0.41328865914201907,-0.8989448502044666,-1.8120846646652855,-1.2940875690881948,-2.244149171325751,-1.2371937485602418,-1.1648683430611642,-1.2650799087376212
0.15778329049642714,0.15180329154194494,-0.040533062594448444,-0.5812424351360137,-0.47999092458612,-0.6408977219123995,-1.4215162282334446,-1.0672786166757597,-1.4507899498816972,-1.0331344432960416,-0.7673443553097868,-0.9127651492252223
-0.13089884923856543,-0.26920088867818137,-0.38351472190237657,-1.1057243106706487,-0.8282732551461754,-1.1171156146442915,-1.9646441035159563,-1.404729128082575,-2.205546855443822,-1.5641692120375346,-1.2533052839482142,-1.602660037697169
-0.06976894072033712,0.010755834149863697,-0.30693209029889335,-0.8269632014668828,-0.5690788044424835,-0.8408649707709213,-1.42925123612556,-1.0775017176656658,-1.568585074131576,-1.026341998370131,-1.2122943703135838,-1.0493666150520229
0.20159704013832136,0.21232955171595824,0.15017978699836831,-0.5227474020318438,-0.1777919462434281,-0.5373607944329529,-1.5471554304721093,-0.9247474872962567,-1.497272215811646,-0.8487649128530942,-0.7632222972509222,-0.8172390198881928
0.23797576001396603,0.44425768548180833,-0.008652041825160328,-0.9043857985759276,-0.46290584778776167,-0.90571437680047,-2.1084814772749425,-1.1509138432971535,-2.146507788288301,-1.6473145817197166,-1.172298468294727,-1.3439233012606582
0.28737822057325624,0.288937467719629,-7.282206831549232e-5,-0.7075322630753663,-0.3589393120527755,-0.9081904687533909,-1.8160042587051566,-1.151388498009637,-2.1435078522650177,-1.1972479303223027,-1.2273698304158613,-0.9949256077729272
0.21316095373551147,0.2814973350942662,-0.01269109483551345,-0.7927697543467187,-0.44262949603152246,-0.9954831750994259,-1.899918346013307,-1.2886231356731779,-2.1074493958769325,-1.0940193738288786,-1.0397709945301215,-1.0983067441914751
0.09678548777673157,0.290240272578173,-0.017511632698285373,-0.5910113965694267,-0.30070756823333855,-0.7093972435510564,-1.4400718403446353,-0.891489425146748,-1.5345985230230148,-0.9492200288993338,-0.8006107713426119,-0.9805297812620734
0.3202104670407542,0.5129790168489707,0.4082886359325173,-0.39366150681160217,-0.1968863498777954,-0.6460233066122563,-1.5325078007297095,-1.0111170611753904,-1.653410093847701,-1.0568576637144436,-0.6594605917723222,-1.086277106479766
-0.07399753764355377,0.0604865989391663,-0.3246495544561474,-1.0470916166783537,-0.765303002628294,-1.2708053400942725,-2.0162434091573425,-1.580948054384499,-2.0848814034206358,-1.549664677835175,-1.2133026352607348,-1.2903212055070608
-0.07370336599723648,-0.13229998009152122,-0.28492871981295576,-0.8245541601102627,-0.6359719972400714,-1.0309814196151663,-1.7765970319919584,-1.1415654026828674,-1.7902699520073948,-1.2962854142877602,-1.1551848844053536,-1.2904752928359975
-0.23502424583764436,-0.22056312311787074,-0.3671770660877296,-0.9624795094394802,-0.8106782229196416,-0.9717593736829974,-1.6622765411874862,-1.319004986380261,-1.8733202852629156,-1.336372352456379,-1.1352686344001977,-1.0373637676611223
0.2643859106993047,0.3081227753305402,0.1887211358811911,-0.5203917693865928,-0.4054677516404226,-0.8110574220344203,-1.8647840793682586,-1.33950267565388,-1.9359316349092206,-1.3101484687244005,-0.9755880576588565,-1.173156271125995
-0.28702212660528337,-0.2451800875842277,-0.35412693813011187,-0.7026572766187051,-0.5747413612434072,-0.7249359446077114,-1.2313024330398172,-0.8787962032251536,-1.2176078194610254,-1.0071202908418462,-0.8504134066465082,-0.897184295642586
0.18465598426557772,0.27366183784326714,0.07785019847602337,-0.5094815624663797,-0.4149660293891546,-0.7938996773367107,-1.5294361687708236,-1.1845016450589183,-1.8249123324377674,-1.0608677587708528,-0.7440667375195383,-1.113278353978175
0.4868986084186222,0.22937383548459978,-0.1423919357389657,-1.1404700596662036,-0.7084536708316532,-1.2042563590476911,-2.414751208338722,-1.843305613053995,-2.8017650243319907,-1.7460403722926303,-1.542951198188022,-1.6069678222475352
0.16761179280161076,0.14958062049638499,0.07843151131099657,-0.6398292938396195,-0.3588723051000787,-0.7023220578329098,-1.5327216891269577,-1.177871862905107,-1.6093806174249563,-1.2431362379277948,-0.8085477271814429,-0.9954443621013833
-0.02347292010159141,0.0477078498345771,-0.1592902196560747,-0.9336637611763735,-0.5518264935134403,-0.894951066859562,-1.8734491528166177,-1.1100856660304665,-2.0063174771172756,-1.4315331213131757,-0.9229608170520001,-1.211465799587181
0.603548982661192,0.7938237587323427,0.4529837076626295,-0.4112300062211165,-0.2020786767735182,-0.4581862746256501,-1.7460315091787553,-1.0525736494607885,-1.9113268017525018,-0.9157599128569017,-0.6961584072147783,-0.9800677797040717
0.5759308783324488,0.543158713964595,0.05022822807567273,-0.9163927814066513,-0.39460938887919894,-0.9189052235654905,-2.7303647177249797,-1.7038391492005651,-2.9037995149610456,-1.4837655292476033,-1.3583881343755926,-1.5414303916569434
0.11486769048426848,0.30563996418084494,-0.017749474276220534,-0.6677625421818925,-0.23618313962042914,-0.7320083761849586,-1.3859295705408272,-0.88198350987285,-1.5345077037464496,-0.9572814570539622,-0.7033479913620172,-0.8202043338287015
0.5979257195815952,0.4248578816144519,0.21588637566974755,-0.8112345383192305,-0.3190928763913179,-0.89234839030965,-2.1002428361434693,-1.0405644461238401,-2.145461351152968,-1.3221598717388956,-1.1120905660767748,-1.2809911796116684
0.3763766787231848,0.1568971764663718,0.04388328160097399,-0.650564707017603,-0.41244763722455324,-0.7901178464512321,-1.9334533743919207,-1.2397550177195287,-1.9189267341098888,-1.0070006474912323,-1.1191571655788604,-1.1609053964400682
0.5622308902771569,0.6086348863843589,0.41893502723409437,-0.33430159201893883,0.047732351762836744,-0.4360858227527774,-1.4105131605426389,-0.8471672331711134,-1.6185615495412917,-0.7628912102498882,-0.7231379304422084,-0.8518215096201361
0.22761881619871338,0.20912819991501674,-0.07431368046398745,-0.47451104637552866,-0.2436005352111249,-0.5130372459766963,-1.2472808051736308,-0.856397927773,-1.2661124487619135,-0.7327034322444765,-0.7512343133988695,-0.8025561695367127
-0.0373055456086262,0.04084448909542182,-0.20073132833861584,-0.6897317793465096,-0.4758044271908438,-0.851580883121898,-1.6804788358004967,-1.014767247862069,-1.9567796364242904,-1.0570198769684194,-1.098453007958411,-0.9557086064235112
-0.015995042011067162,0.08196933847088661,-0.1508850923443621,-0.6899394769995246,-0.5439233185948688,-0.7932044298735772,-1.5462503939729062,-1.1033154298100227,-1.7788524985331868,-1.1106609938108303,-1.124458544598197,-1.0356963360649485
0.03435413665416842,0.1813601438576382,-0.15409191324205374,-0.6627271651727389,-0.4329947346019577,-0.7296553576571255,-1.5235383897915005,-1.0427394363289837,-1.8380842425939525,-1.0043777013434343,-1.0168043773454047,-0.9971116342630074
0.07371093692306974,0.0734579980245782,-0.05024166817677245,-0.590279802263036,-0.4184082823320584,-0.730566021704866,-1.6340870689268345,-1.0558142202747987,-1.8202055767949237,-1.1608968791306915,-0.7644618929333888,-1.1047620949790304
1.5173301573368398,1.6160033398640152,1.2935381035319538,-0.24476079168951537,0.3948736533479664,-0.10953180044191735,-2.247345803731596,-0.7377196488369868,-1.933407849472304,-0.7831876211816566,-0.4958238877507105,-0.790258651034105
0.059779789555233664,0.19539548604519918,-0.1773664190481149,-0.9169695842497868,-0.6393556208461564,-1.0023274747209199,-2.173497494579952,-1.2787527632919533,-2.0221811567862593,-1.2731829719326189,-1.3379028084705844,-1.1865008386977005
0.6738913679757004,0.721661274761296,0.3334020706769405,-0.48777509973874433,-0.134062737768747,-0.7501812002829392,-2.0963404443930527,-1.1630721856761324,-2.0855684588014647,-1.2065729349210637,-0.8863754919840463,-1.0353824554471587
1.0050847197442412,1.0578744993675044,0.867233169728393,-0.30799547847349984,0.1781585294524537,-0.4204786288862863,-2.242383070898472,-0.8820193133380043,-2.4074801897123135,-1.067397311342067,-0.6383001573086291,-0.9402718256136374
0.12438540825913469,0.25509843767001916,0.08749471994426838,-0.8209418011712306,-0.4872530031235701,-0.8435499698029089,-1.7994766084682614,-1.1978590997824816,-1.9459242401718555,-1.2326121042331457,-0.8485904695388302,-1.4030347331099482
0.6733406731562681,0.826737742359033,0.27704281180368096,-0.9136709828341525,-0.5794422571546449,-0.8874442292047139,-2.686031028469868,-1.7208685656870766,-2.661758447930991,-1.63238660907456,-1.9194276123536151,-1.3556050441663672
0.34487216488024686,0.42771104910408453,0.14668328809102316,-0.6576351893431556,-0.35379335934709777,-0.7370452924685125,-1.8833853353520138,-1.3022324121008884,-2.224139952804386,-1.631637947750288,-1.4693949594530282,-1.0167473015757333
0.15003695704187492,0.18230364383925624,0.006509558380724867,-0.6297073176602167,-0.3246380852937889,-0.8097849617079831,-1.4910796988444743,-1.0438769811984776,-1.732782935056139,-0.9579978407437553,-0.9025497346254575,-0.8854388637718018
-0.08874921972792293,-0.09449061798828873,-0.2882403594362962,-0.7440531441086521,-0.5359691329795806,-0.8439822456521071,-1.3735384767965029,-1.079215550291246,-1.4472614416851326,-1.0852553708551946,-0.9380702974549278,-0.8938533191177701
-0.11545805820714683,-0.031146343121153497,-0.3289217375862038,-0.7458036696709692,-0.4896281032503059,-0.8683974270262679,-1.646742558618059,-1.2890596900331068,-2.0226669694129336,-1.212633127825379,-1.1542205734247148,-1.2241551713156638
0.15246628270593976,0.22792474952347286,0.027579538072566523,-0.44182157824432766,-0.2471353685059311,-0.5876430397968131,-1.2201791910058797,-0.8709630491362472,-1.3947931711176005,-0.8233978584362649,-0.7981954848103945,-0.6278635281417013
0.32756788056420016,0.3263709991057646,0.005201408505517646,-0.8306406589512733,-0.3039664396062788,-0.8312267852435435,-1.6526526420575007,-1.1704266130262813,-1.9750873218669582,-1.1567635674066232,-1.078908474940196,-0.9653755891364161
0.971179216547809,1.2274387713023693,0.6406372408376564,-0.5090407618885797,0.2445893214455943,-0.2383290087189337,-1.6114148286853576,-1.0350665001347434,-2.017789162717279,-1.02451234761077,-0.7720869049218327,-0.6450918576055072
