RE_I,RE_C
0.06084352551918811,0.06503890321069423
0.0968503235649465,0.13520562208425843
-0.04177167186205258,-0.04388289915366768
-0.018658031743356437,-0.013971075648056991
0.402604440669246,0.4841818347250477
-0.04753558837072993,0.02085105856960766
0.20538503308354386,0.23806347842972533
0.1712955519981769,0.1979577849471817
-0.051805920142110454,0.06816799607671731
0.02609820454967433,0.026505806506752133
-0.06274024374400283,-0.004896170184395009
0.01732638479177237,0.04336681995486664
-0.07555730805571707,-0.05261616658762178
0.298171263924312,0.36314058851697206
-0.03437684531456477,0.0020427869603910505
-0.06796069534978555,-0.030749571801885277
-0.04790257516503478,0.09350652636391031
-0.01109355524099013,0.013230217719234669
-0.016508300878439654,0.002185747480506014
0.0884154421105436,0.1059542648862465
-0.06534904001450795,-0.0017049803500304476
0.0351470672588329,0.03536465172323616
0.03158212671397877,0.027643830825647246
-0.05914002346935241,-0.05304076710495369
0.019317477229086673,0.02187885163085409
-0.0488297259941812,0.013240940706123827
0.06357476501741943,0.09716401233301987
-0.05868376638269208,-0.006285750299614568
-0.00749210375171092,0.029057662229107516
-0.04862101090921542,-0.026120143247692924
-0.013335834670404334,0.008491105291798336
-0.05036373701082552,-0.03993021834127295
-0.026241060641361617,-0.02483169045051604
0.14233761756477226,0.16068173446866213
0.08149416251653985,0.10816487571002992
-0.03819791362213905,-0.015543578526308029
-0.05632759461633274,-0.05918807074515521
-0.0015816696926962293,-5.11020407426995e-4
-0.10353024302019337,-0.0860714180434647
-0.059214762021854855,0.01583999349632825
-0.01569261823890745,0.016554063918226725
0.05048525547686258,0.05320990126008208
0.05321563157882598,0.1064377748523172
0.10449578591694265,0.16104686017503328
-0.05279681416839086,-0.05350462648711238
0.07489977200687235,0.1127281787626481
0.08067084980179573,0.10430724611976801
0.06676160586483253,0.07623526470978881
-0.08902405484737944,-0.07089866449749135
0.021003743818799523,0.021944557254134255
0.27286995113599005,0.3361334899881262
0.028176864021485025,0.351507255919546
0.014863875438846591,0.07775330246549554
0.013938087871780778,0.008678294183082712
-0.046205455766584407,0.0013350509549306855
-0.06631983308449105,0.24145729843713448
-0.05774032685889866,-0.06595157519202499
-0.013251066621703654,0.027029359279638676
-0.003984638907957512,0.040234306415432394
0.016283430161604644,0.08555471277943867
0.1539457815706412,0.17774423436061462
-0.013864514545534353,0.0242249208300117
-0.10619921527212373,-0.09982846640796951
-0.005908388623966154,0.012565906996786376
-0.05015557091427824,0.30265246450430666
0.13417950359905753,0.16395975758364542
-0.007325262621109094,0.008728283745025755
0.26679235192274187,0.3357328617395453
-0.03893901963086989,0.030211919422803407
0.030317633584150124,0.049684467349854995
-0.00537440621092575,0.04232344491451577
-0.05312257717993582,-0.05486317474705038
0.15473518754919185,0.1968632670781107
-0.0484066986614276,-0.009317711964877393
-0.06233764111095141,-0.028557400163783702
-0.011284684225851861,0.02094910774231177
-0.08304123854052183,0.031573179919335385
-0.04461383100224116,-0.03896473817816911
-0.014348760016302255,0.015797650973652776
-0.012645083994026479,-0.015746147044215834
-0.02102087271723037,-0.013463705598079643
-0.08557524484451653,0.019447242470612514
-0.04853445932898299,0.04324320793569358
-0.021044869692828656,0.025389930436580294
0.06160352479806548,0.08137971756033122
-0.08365513049001624,-0.09039027325539414
-0.025580066237510496,0.013303417343286699
0.07454000355859729,0.11137350250138119
0.02771857265094978,0.07809600634531784
0.031627406633666616,0.03286547719720137
-0.0051964353204765525,0.0571214109034198
-0.06095857543971234,0.01804184475906974
0.036105698094694945,0.09638634661005638
0.12180177998375535,0.16935713412100875
-0.027104851310008712,0.03002240927474972
-0.014472800962047398,0.03920589350289217
-0.03815124657544873,-0.032090857595213296
0.08072364029077675,0.0938890990510308
-0.04397645855529517,0.00866403198597222
-0.07763631558736384,-0.07311021919353328
0.019750072712127247,0.031467019137640884
-0.027009720841710622,-0.016402937905649933
-0.06188581145464684,-0.019670961345278872
0.047690076831363025,0.07632121029957147
0.017564916412505096,0.053792917965815264
-0.054673638959383264,0.06665656521748604
0.018173795456511713,0.038830097944616955
-0.061242465784236824,0.03715655648001891
-0.02764083496423097,0.0011314126728202514
-0.05045980744551392,0.09174263148264789
0.054743065608338026,0.08740578410420448
-0.0690433857574349,-0.027175350593219606
0.09204986764405701,0.10501157521429935
0.019856893535590128,0.024953508081613274
-0.04389093294190517,-0.02434588276777042
-0.06449761378288273,-0.03664139414316322
0.024450809381566248,0.07546903731323346
0.02945837636980495,0.05295323841491544
-0.0614484932972649,0.03465647523762419
-0.05322721787256601,0.0072948347188683494
-0.06565110091330185,-0.022762975908227855
-0.013245075391400789,0.016159049797013568
0.022993678170626426,0.047442339940130675
-0.04024219517262258,0.0669928576057212
-0.06895775945335589,-0.02981768676416195
-0.07568511856980269,-0.0627181905778207
-0.022443179754705583,0.010331301797800304
-0.05986921831068166,-0.013334290585987618
-0.044580712890388764,-0.048984897410726064
0.02487260235810467,0.07792261024794526
0.0245403003500766,0.019580591733964814
0.026152731989954266,0.06402829124661445
-0.057148489628138066,-0.06906285485183551
0.03673863173066347,0.03959507820217109
0.026633823165481605,0.039331129562147654
-0.06425953857037572,-0.00612577253001971
-0.03546631672850549,-0.003554300803097439
-0.023010470905848873,0.03298668356303809
0.0031432273005808672,0.30697549420438963
-0.009641745696207956,-0.0084645534891457
-0.07178562663234671,-0.027586692147886404
-0.047928333023065796,-0.007741488830273221
-0.015038374326163976,0.01675503595528573
-0.03614517510829969,0.008765903344156199
0.0446513270920617,0.05619118783293709
-0.03862076873811683,-0.0029249619205011738
-0.053492828006101445,0.15930391416842904
0.1562592299644945,0.1762372315488573
-0.02112427941607948,0.01843262923989387
-0.051976507155500805,0.04183814325727912
-0.05256159961977273,-0.02259769044010852
0.11077687577175362,0.1592498239217479
-0.08472940016691688,-0.08387882824851856
-0.03636152754448464,-0.03499567252443803
-0.0179980557656396,0.04475997727878696
0.023610004166703,0.040860307401402784
-0.07171998007791783,0.028641363839464185
-0.027183234562654396,0.07346668410301795
-0.0077778925865356055,0.014972823883978479
-0.05175344012576499,-0.024952229698715748
-0.05213277277737439,-0.03395919345850174
0.08077602629711224,0.3733084587298827
-0.03209226277056658,0.5965247942173577
-0.05911023822016817,-0.0036207991240212755
-0.029260395673676852,-0.024915555863577656
0.006257112321917465,0.17087184550094656
-0.0875797175914255,-0.06765114330914201
0.0612756174229664,0.11648467911669598
-0.051409243666740635,0.009897478043940174
0.21906672714609918,0.26416560946874734
0.0035057340791647762,0.023237683707641534
-0.046840156676487575,-0.03940773061867372
-0.0437669863512678,-0.010187401837178
-0.047451760224577,8.168256601460222e-4
0.01599303804105312,0.056306934542588144
0.03133193587934626,0.0630680687513192
0.05297145605888532,0.07869533519633845
0.4007710160775852,0.4769729979516263
0.4130471901649304,0.47928263720156783
0.005615376705037832,0.011061738377194449
0.008345031839555166,0.08910174985808811
0.028519561257374985,0.03986436709083019
0.09911210921677498,0.12739317840565464
-0.051689731479745114,0.28699972919265865
0.14794687764425643,0.20744246868914015
0.0816932502894698,0.10182707280617952
0.08899109397311084,0.12353960896446628
0.011321099617008184,0.07896342026931284
-0.017662804647750573,0.006482124292615765
-0.034341529782045695,-0.010240425205370097
-0.06286506256716066,0.029080359688029075
-0.01799895340943605,-2.5085980532573555e-4
-0.031407791179529146,-0.03142489406825286
0.11248413971386091,0.15419854766106356
0.004565167657330781,0.028683864012699577
0.1235356052425795,0.16656154429350195
0.06699536429608484,0.11559396392999521
-0.02211538690833093,0.010438864450282637
-0.002154257335844244,8.811842466196302e-4
0.021690051931062444,0.040532336215312666
0.24689171832152565,0.29712925817242497
0.008506657982980463,0.03929897860470643
0.01849937819784517,0.4219277528004903
0.042995534970613904,0.09929204247405177
0.1160210088203552,0.1489120260238912
0.06627469628504813,0.09868356649262831
-0.01948329993108934,-0.004524521610313171
0.02743106896567882,0.07200526765787393
-0.0661841347935974,-0.018293910393658516
0.17130459490120745,0.2131009082801909
-0.05013127492327947,-0.0068474346356092765
0.09089335976967718,0.12204126890082173
0.0722017717629909,0.10511391148675941
-0.04761170829536562,-0.047201797512157924
-0.06043851872331594,-0.012896617641345316
-0.05982873568409489,-0.013051601595441805
0.010454648365537889,0.06253805049047001
-0.044403423563210705,-0.03903611870863327
-0.10031860438631172,-0.08037869000751144
-0.08035651467268298,-0.08731221923182932
-0.043334004289623314,-0.038702873018335304
-0.041187078980097644,-0.017937947700385357
-0.03347162553160882,0.02345346430434596
-0.09990139496392475,0.1230905457105086
0.4738449272090279,0.5720198786816658
0.016147247474812245,0.14521742556439884
0.06212886124743071,0.09541659106297544
0.06700969546983197,0.09540814898902303
0.01993967601004696,0.06136854559595295
0.030540573476973743,0.05986821682328956
0.07131761491772788,0.11192506235645241
0.06970454880164245,0.7082532131343685
0.022450790290250818,0.07032541099258457
-0.007664416961054032,-0.002375094034990496
-4.084689724302221e-4,0.019283700842247536
0.018324971855804378,0.039473275276239624
0.03244629928440845,0.05689278584931934
0.11307196052303352,0.2786581147046001
-0.0370187276878145,-0.003365601076157746
0.07236381169578888,0.08087834397200841
0.0550055642965423,0.06404744075550789
-0.006918721809680858,0.010468345238504947
0.03457612588867332,0.06051797031542711
0.07430862097552932,0.10716131013667733
0.0018300834033738874,0.04283393014074968
0.14710557991584938,0.18978845409683642
-0.013458990965814151,0.012019723615640425
0.30790891375743634,0.3774313881211278
-8.372376829985416e-4,0.04034576436344488
-0.038409781368526075,0.046014991292881016
-0.0193372958160863,-0.017959986279251453
-0.03580924237839038,-0.015886083133948268
0.033398501541158906,0.0635760130349226
-0.052142376899942666,-0.029963002223278766
-0.013198961717407759,0.015626070929331298
0.09855798685631105,0.12969601553419935
-0.02383219617985483,0.010914318553961216
-0.05737632202233102,0.2258747462151713
6.060415842918332e-4,0.030757678498024205
0.01694320869761509,0.03664804362348376
-0.029947629932305635,-0.02389504021840586
0.06378558848483273,0.09610195150215041
0.03628295496341468,0.07963278209469281
0.04856177011991049,0.08294850892083931
-0.05443989277849001,0.08946858712138706
0.031329153764475606,0.06248609910515547
0.036497910828217024,0.06046516312729333
0.010290168108825857,0.040822585235807785
-0.03469366597186355,-0.0038353173971175706
-0.024585225952934706,0.015960508363869703
-0.008298770502954227,0.026867543942565852
0.13027267753533614,0.15680011229377272
-0.025224290564806226,-0.0237330276748407
-0.08388610067677814,0.09328795720240192
-0.0866200149007891,-0.011245625313051115
-0.029791413263997184,-0.002991821369663928
0.03930919400003583,0.0673245802860679
0.06607486497371502,0.07803833925200776
-0.054014065148657565,-0.023444217233502613
0.1165363243529961,0.14862952162973025
-0.03785317691285951,-0.008301460516371626
-0.07668517763777569,0.04528423296656477
0.06152570634049441,0.07722649078188526
-0.015591171875775762,0.03980285779082214
0.05371182880431009,0.06879944648744175
0.0026005356637170633,0.09203996032648004
0.016844133914777785,0.040450419436573355
0.05456499758688828,0.08766341090375457
0.10614477296673228,0.28478243840673684
0.05330021712699106,0.0785666808800951
-0.07905843781049605,-0.051168455493285386
0.16495064177344096,0.2116827895745954
0.1946108612769397,0.24122312888304534
0.15589389483535368,0.2311744117844248
0.05234415951658977,0.10908954321497763
-0.00832173159002342,0.023697111693012137
0.001627926794923658,0.03530478298179548
-0.011584501899041942,0.02991339713204046
0.21157451034508618,0.2402948444135582
0.23061673288335435,0.2829001460255619
-0.012890785737028248,0.004231353008443309
